id,company_name,review_date,review_title,review_body_text,overall_review_rating,job_title,location,employee_flag,rating_work_life_balance,rating_compensation_benefits,rating_job_security_advancement,rating_management,rating_culture_values,pros_text,cons_text,page_number,start_offset,source_url
1143,RHB Bank Berhad,5/7/2018,The hardest part of the job,Is have to achieve the target given which very challenging every months . Also most off the time spend is on the office . You will gain a lot of knowledge during this work which very helpful in future .,3,COLLECTION EXECUTIVE,Kuala Lumpur,current,2,2,2,2,2,,No overtime claim,9,160,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=160
1144,Cimb-Group,4/7/2018,Negotiate,"Actually, it's quite hard for me to adapt to this strict and stressful environment where I have to negotiate with customers peacefully to clear off their debt. But overall, it helps me very well to be more professional and discipline.",5,COLLECTION RECOVERY OFFICER,Kuala Lumpur,former,3,3,5,4,4,,,10,180,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=180
1145,RHB Bank Berhad,4/7/2018,get more experience and a good working environment,"working in my rhb company gets more knowledge and knowledge, my colleagues are very helpful and help each other. There I was also trained to be a very important subject to disilplin and to maintain trust or to be more responsible in carrying out my duties.",4,COLLECTION OFFICER,"jln munshi abdullah ,kuala lumpur",former,4,2,5,4,3,,,9,160,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=160
1146,Public-Bank-Berhad,2/7/2018,Productive and fun working environment,Working in Public bank was really bring me a lot of experience. The way of communicate with problem customer and how to work in a big team. The fun of the work place is we can meet many different type of customer and colleagues.,4,Clerk,Shah Alam Selanor,former,5,4,5,5,5,,,10,180,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=180
1147,RHB Bank Berhad,2/7/2018,Productive and target oriented,"Encourage to achieve targets set by management. Fun work environment, got variety of race, good relationship among staff, a lot of cultural events,birthday celebrations organised. Supportive management where always organise meetings with managers/team supervisors, teamwork in achieving target for high incentives and pay.",5,Sales Consultant,Petaling Jaya,former,5,4,4,4,4,big incentives offered,"working late night and weekend without OT and double pay, the whole incentives will be burn if no target achieve.",9,160,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=160
1148,maybank,29/6/2018,Staff management depends on overall top management.l,"Branch management depends on the harmony of overall higher level supervisor.From BM ,ABM Supervisor ,clerk , messenger everybody have their on role.Teamworks is the most thing should have in all level of staff.",5,"Clerk , Officer (Executive)",MY,former,5,4,4,3,4,"Activity after ofice hour.(internal activity sports darts, )",Leak of communication,10,180,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=180
1149,HSBC,25/6/2018,Engaging work environment,"My typical days in the past is always securing 4 appointments and proposing 2 customers' banking needs and securing more deposit into the bank. The workplace believes in developing customer engagement, visiting customers' needs and wealth platform. My most hardest part of the job is to connect and engage with customers from overseas as the time zone is different. However, my hard work is always rewarded with strong customers base and positive return to the bank which enhances my confidence on my job performance.",5,Premier Relationship Manager,"Johor Bahru, Malaysia",former,5,5,5,5,5,Consistent quarterly bonus payout,Long working hours and manual paperworks.,10,180,https://malaysia.indeed.com/cmp/HSBC/reviews?start=180
1150,Public-Bank-Berhad,25/6/2018,Long working hours but love the colleagues,"A typical day at work would be processing ad hoc appraisal reports for new recruits / internal promotions. Also includes handling annual increment, performance bonus and year-end bonus. I learned a lot about handling problematic staff and dealing with higher management people. The workplace culture is pretty traditional - your boss is always right! Hardest part of the job would have to be juggling ~10 tasks (all with the same deadlines!) At the same time, it's also the most enjoyable part of the job - the sense of satisfaction you get when you manage to complete everything on your to-do list.",3,Senior Executive,Kuala Lumpur,current,2,4,3,3,4,"Great staff benefits, bonuses, no office politics",Boss can be crazy during peak period,10,180,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=180
1151,Public-Bank-Berhad,25/6/2018,Productive and Having Fun with the colleagues,"Try to communicate with each other from another department, they can assists us to archiving target or sales. They are more experience and has work at the banking industries for many years.",5,Financial Executive,Kerian,former,4,5,4,5,5,,"Courses required and license exam foc, phone bill claimed max rm120",10,180,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=180
1152,HSBC,24/6/2018,Good,"I was started journey in 2006 and ended at 2017, HSBC is a world class bank and as a IT company a lot more to improve. There is always a GAP between employees and management.",4,AS/400 POD Lead,Kuala Lumpur,former,4,4,4,4,4,,,10,180,https://malaysia.indeed.com/cmp/HSBC/reviews?start=180
1153,HSBC,24/6/2018,productive and fun,Good place to work. Provide good salary and benefit . Understanding Management level. Healthy team. There are many facilities provided to the staff. Respect and loving culture.,4,Global Support Executive,Sepang,former,3,3,5,3,5,,,10,180,https://malaysia.indeed.com/cmp/HSBC/reviews?start=180
1154,maybank,24/6/2018,Great place to work,"Great place to work, alot of opportunities to learn, empowerment, work life balance. If you are willing to go extra mile, the organisation would do the same in return.",5,"Balance Sheet Management, Senior Executive",kuala lumpur,current,5,5,5,5,5,,,10,180,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=180
1155,Ocbc,24/6/2018,Productive and Fun Working place,Learning of SME market Learning of different business activities and management Learning of dealing with different customer segment More spaces for self improvement,5,Business Development Manager,Puchong,current,5,5,5,5,5,,,4,60,https://malaysia.indeed.com/cmp/Ocbc-3/reviews?start=60
1156,Public-Bank-Berhad,24/6/2018,Average working environment,A good place for fresh graduates Learning of market is competitive Learning of the real working society Learning of need self discipline Learning of time management,3,Hire Purchase Sales and Marketing,Petaling Jaya,former,3,3,3,3,3,,,10,180,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=180
1157,HSBC,23/6/2018,Challenging and self-learning workplace,"In daily check-in, I have to prepare the different sets of the financial report for onshore center usage and conduct reconciliation to the reported figures. In the process, I have managed to improve my communication skills through many meetings with onshore business partners and got a chance to improve my exposure to different working culture.",4,Global Support Executive,"Cyberjaya, Malaysia",former,4,3,5,5,4,Huge exposure to international market and business partners,Long hours of working,10,180,https://malaysia.indeed.com/cmp/HSBC/reviews?start=180
1158,RHB Bank Berhad,21/6/2018,Scattered objectives,"An established organisation, have been around for a while. Too many long service employees that have difficulty in adopting changes. Too much unnecessary paperwork. Overwhelmed with volumes that takes away feeling of accomplishment.",3,"Head Talent, brand",Kuala Lumpur,former,2,3,3,3,2,"Easy accessed to cafe, surau & coffee outlets",Bad jam at certain time,9,160,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=160
1159,United Overseas Bank,21/6/2018,Great experience and good working environment,"This is my first job,and throughout the working period, in the field that was way out of my study relatedness, this company do provide good training and good working environment.",4,SENIOR OFFICER (CUSTOMER SERVICE),Kuala Lumpur,former,3,4,4,4,4,Great OT pay and shift allowance,Time shift,5,80,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=80
1160,United Overseas Bank,21/6/2018,Exciting opportunities to interact with various stakeholders,"A typical day begins at 8.45 a.m. by employees checking into office and signing their name on the register book. An employee would start going through client files and make a list of important appointments and requests in order to establish priorities and enhance workflow efficiency and effectiveness. In between, the employee may initiate or receive communication from the client on matters involving banking services and products. Around lunch hour, depending on the level of activity in the office, the employee could arrange for a lunch meeting with colleagues or clients who are seeking additional facilities or information on term deposit rates. The cycle then repeats until after lunch where the employee continues to review business cases and address various events at they come from both internal and external stakeholder groups.",4,Credit management trainee,Kuala Lumpur,former,3,3,3,3,2,,,5,80,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=80
1161,United Overseas Bank,16/6/2018,Fast pace working environment,"Give high attention on details. Abide to regulatory requirement. Emphasize on data accuracy. Understand the importance of teamwork, deliver the correct information to the right person. Work under stress and complete tasks given before deadline.",3,Senior Officer,Kuala Lumpur,current,3,3,3,2,3,Learn a lot of technical skills and soft skills,Weak engagement among colleagues,5,80,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=80
1162,HSBC,14/6/2018,Is continuously planning for improvement,Develops continuous improvement methods Conceives of totally new strategies Continues to grow and improve Devises improved means of accomplishing results Is continuously planning for improvement,3,MALAYSIA -CONTACT CENTRE SALES REPRESENTATIVE,malaysia kuala lumpur,former,3,3,3,3,3,free event,long hour,10,180,https://malaysia.indeed.com/cmp/HSBC/reviews?start=180
1163,Public-Bank-Berhad,12/6/2018,Extra long working hours even on weekends,PBB is a very systematic and established company but the working hour is too long and it is compulsory to stay late everyday even you had finish your job. It is very often that you will be called in to work overtime on weekend but only able to claim half of the full overtime amount.,3,Senior Executive,Malaysia,former,1,3,4,3,3,,"very long hours, compulsory to stay late at work everyday.",10,180,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=180
1164,HSBC,11/6/2018,Fun workplace with lots of benefits,'-Good place to start a career -supportive employer -gender diversity and value your culture background. -Perfect place to enhance communications skill and boost confident level,4,Assistant Manager Operations,Cyberjaya,former,4,3,3,3,4,,,10,180,https://malaysia.indeed.com/cmp/HSBC/reviews?start=180
1165,maybank,11/6/2018,Productive and fun workplace,A good place for a new start. Got overtime if want to find some extra money. Surrounded by poitives vibes and experienced officer. Love the working environment.,4,Collection officer,Kuala Lumpur,current,3,2,5,3,0,Overtime rate and annual dinner,No compassionate leave,10,180,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=180
1166,Ocbc,11/6/2018,Job environment,'-delivery quality customer service -complete project schedule on time -more open minded -become more meticulous -adhere bank policy -managing colleague relationship,3,Risk Management,Kuala Lumpur,current,3,3,3,3,3,,,4,60,https://malaysia.indeed.com/cmp/Ocbc-3/reviews?start=60
1167,Public-Bank-Berhad,11/6/2018,Productive,Good place to learn new things. Programming is the essential for my position. Management very strict in term of task completion and concern what staff need. Hardest part will be to accomplish project and task given before the dateline. Friends and team will be the best thing.,3,Analyst Programmer,Malaysia,current,4,3,4,5,4,Medical benefit,Extended working hours,10,180,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=180
1168,maybank,5/6/2018,Good workplace for retirees,"Maybank has a policy of not firing anyone, hence job security is definitely there. However, it's not a good place to build a solid foundation for fresh graduates as it's got a rather rigid and conservative structure.",3,Premier Banker,Kuala Lumpur,former,4,4,4,1,1,Job Security,Not a good place to learn,10,180,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=180
